Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name
jeremyrocha,970,7.02,Employee,Fun!23,Jeremy,10/12/78,7,false,Rocha,
tammywaters,971,52.92,Employee,Fun!23,Tammy,3/23/13,10,false,Waters,
douglasmckay,972,12.67,Employee,Fun!23,Douglas,11/6/11,5,true,Mckay,
terrencedixon,973,56.96,Employee,Fun!23,Terrence,9/9/01,8,false,Dixon,
johnhansen,974,2.55,Employee,Fun!23,John,10/25/45,1,false,Hansen,
jerryrodriguez,975,53.3,Employee,Fun!23,Jerry,8/27/68,6,true,Rodriguez,
donaldramirez,976,15.64,Employee,Fun!23,Donald,10/14/51,4,false,Ramirez,
stephanieperry,977,35.48,Employee,Fun!23,Stephanie,8/22/61,9,false,Perry,
samuelburton,978,40.54,Employee,Fun!23,Samuel,6/19/45,4,true,Burton,
anthonybyrd,979,0.64,Employee,Fun!23,Anthony,11/24/98,8,false,Byrd,
marissahenry,980,37.64,Employee,Fun!23,Marissa,7/29/98,6,false,Henry,
mariahblack,981,5.31,Employee,Fun!23,Mariah,12/18/50,7,true,Black,
sarawest,982,2.17,Employee,Fun!23,Sara,10/20/47,7,false,West,
jenniferpreston,983,39.11,Employee,Fun!23,Jennifer,11/26/08,4,false,Preston,
monicasullivan,984,3.36,Employee,Fun!23,Monica,9/23/74,7,false,Sullivan,
luissolomon,985,13.39,Employee,Fun!23,Luis,4/16/80,5,true,Solomon,
michaeljohnson,986,13.31,Employee,Fun!23,Michael,2/6/00,10,false,Johnson,
stacymaldonado,987,20.15,Employee,Fun!23,Stacy,4/30/55,7,true,Maldonado,
carmenpetersen,988,5.3,Employee,Fun!23,Carmen,6/7/85,7,true,Petersen,
zacharycampbell,989,36.16,Employee,Fun!23,Zachary,4/9/48,6,false,Campbell,
timothygreene,990,11.01,Employee,Fun!23,Timothy,7/31/22,12,false,Greene,
emilyjackson,991,2.53,Employee,Fun!23,Emily,7/8/86,10,false,Jackson,
paulsalas,992,46.01,Employee,Fun!23,Paul,4/22/63,7,false,Salas,
danielleconrad,993,40.95,Employee,Fun!23,Danielle,10/10/82,6,false,Conrad,
robertkennedy,994,60.65,Employee,Fun!23,Robert,4/16/99,4,true,Kennedy,
dianarivera,995,2.46,Employee,Fun!23,Diana,6/5/47,8,true,Rivera,
shawnsantos,996,21.49,Employee,Fun!23,Shawn,3/30/23,4,false,Santos,
jamiebrown,997,15.92,Employee,Fun!23,Jamie,4/21/55,19,false,Brown,
elizabethmedina,998,33.19,Employee,Fun!23,Elizabeth,2/18/28,6,false,Medina,
kimberlymejia,999,10.92,Employee,Fun!23,Kimberly,9/19/54,7,true,Mejia,
lorilivingston,1000,57.73,Employee,Fun!23,Lori,8/6/92,6,true,Livingston,
ryanpeterson,1001,3.18,Employee,Fun!23,Ryan,11/5/94,5,true,Peterson,
andrewhall,1002,41.28,Employee,Fun!23,Andrew,5/18/34,7,true,Hall,
davidjohnson,1003,22.33,Employee,Fun!23,David,5/12/05,7,true,Johnson,
josephhanna,1004,59.02,Employee,Fun!23,Joseph,12/26/90,7,false,Hanna,
tammythomas,1005,15.9,Employee,Fun!23,Tammy,9/4/38,10,false,Thomas,
elizabethjackson,1006,69.97,Employee,Fun!23,Elizabeth,7/31/98,6,false,Jackson,
melissaholt,1007,30.89,Employee,Fun!23,Melissa,1/1/57,5,false,Holt,
laurawilliams,1008,57.68,Employee,Fun!23,Laura,12/12/34,7,false,Williams,
courtneyolsen,1009,13.63,Employee,Fun!23,Courtney,1/1/06,10,false,Olsen,
bethmoss,1010,43.0,Employee,Fun!23,Beth,5/30/32,7,true,Moss,
charleschambers,1011,35.92,Employee,Fun!23,Charles,7/15/46,3,false,Chambers,
mikayladennis,1012,33.85,Employee,Fun!23,Mikayla,1/19/41,14,true,Dennis,
carloslynch,1013,11.98,Employee,Fun!23,Carlos,10/1/41,6,false,Lynch,
austinlewis,1014,44.52,Employee,Fun!23,Austin,1/8/81,15,false,Lewis,
patriciahughes,1015,39.09,Employee,Fun!23,Patricia,2/27/03,4,false,Hughes,
johnsanders,1016,41.13,Employee,Fun!23,John,5/5/94,8,false,Sanders,
kimcraig,1017,20.92,Employee,Fun!23,Kim,3/6/86,15,true,Craig,
jamesmitchell,1018,36.48,Employee,Fun!23,James,12/24/88,9,true,Mitchell,
thomasstevenson,1019,11.67,Employee,Fun!23,Thomas,9/8/54,4,true,Stevenson,
tonyaelliott,1020,7.79,Employee,Fun!23,Tonya,11/2/73,9,true,Elliott,
markbutler,1021,10.65,Employee,Fun!23,Mark,1/12/18,15,false,Butler,
bryanmassey,1022,39.74,Employee,Fun!23,Bryan,5/17/52,7,false,Massey,
lisayu,1023,70.51,Employee,Fun!23,Lisa,5/4/20,6,true,Yu,
kristenmartinez,1024,41.65,Employee,Fun!23,Kristen,9/9/96,13,true,Martinez,
mariakelly,1025,42.2,Employee,Fun!23,Maria,2/15/17,6,true,Kelly,
timothywagner,1026,6.52,Employee,Fun!23,Timothy,6/5/17,13,true,Wagner,
erinbarton,1027,5.77,Employee,Fun!23,Erin,1/8/73,13,false,Barton,
stephenpeters,1028,7.47,Employee,Fun!23,Stephen,7/6/71,9,false,Peters,
jessicasmith,1029,20.25,Employee,Fun!23,Jessica,7/3/76,7,false,Smith,
vanessacarson,1030,30.54,Employee,Fun!23,Vanessa,7/12/90,8,true,Carson,
wendyphillips,1031,51.78,Employee,Fun!23,Wendy,2/23/60,6,false,Phillips,
kimberlyharris,1032,53.66,Employee,Fun!23,Kimberly,7/18/32,8,false,Harris,
angelaenglish,1033,46.46,Employee,Fun!23,Angela,2/27/28,5,true,English,
taylorjohnson,1034,5.97,Employee,Fun!23,Taylor,6/29/52,9,true,Johnson,
brookemaxwell,1035,29.01,Employee,Fun!23,Brooke,6/21/19,5,false,Maxwell,
shellyjones,1036,1.57,Employee,Fun!23,Shelly,11/23/85,7,true,Jones,
corybyrd,1037,2.41,Employee,Fun!23,Cory,1/12/98,6,true,Byrd,
amandabaker,1038,11.41,Employee,Fun!23,Amanda,9/10/95,12,true,Baker,
kendrasawyer,1039,49.95,Employee,Fun!23,Kendra,4/21/49,7,false,Sawyer,
